Time_Seconds,DL_bitrate
434.0,28.208
435.0,28.208
435.0,3.799
437.0,14.661
438.0,43.543
439.0,37.066
440.0,43.89
441.0,59.552
442.0,45.456
443.0,43.095
444.0,55.706
445.0,64.443
448.0,52.777
449.0,0.002
449.0,0.002
450.0,25.765
451.0,38.353
452.0,50.255
453.0,55.433
454.0,52.401
455.0,48.941
457.0,52.028
458.0,53.31
459.0,47.094
460.0,41.513
461.0,41.513
461.0,61.96
462.0,5.64
463.0,5.64
463.0,5.323
464.0,15.057
466.0,15.163
467.0,11.735
468.0,11.926
469.0,14.12
470.0,14.087
471.0,14.934
472.0,10.4
473.0,10.642
474.0,11.938
476.0,5.387
477.0,0.002
477.0,0.002
478.0,12.48
479.0,13.92
480.0,10.285
481.0,11.128
482.0,13.068
483.0,25.998
484.0,30.579
486.0,50.653
487.0,36.383
488.0,36.667
489.0,32.244
490.0,6.65
490.0,6.65
491.0,6.326
492.0,22.736
493.0,18.268
494.0,25.066
496.0,32.269
497.0,26.7
498.0,31.226
499.0,32.381
500.0,29.883
501.0,39.211
503.0,13.623
504.0,13.623
504.0,0.003
506.0,16.897
507.0,28.576
508.0,40.392
509.0,42.713
510.0,44.906
511.0,33.066
512.0,30.08
513.0,23.952
515.0,11.263
517.0,20.82
518.0,0.001
518.0,0.001
519.0,2.675
520.0,6.184
521.0,0.221
522.0,0.022
523.0,0.011
525.0,0.2
526.0,0.0
527.0,0.176
528.0,0.033
529.0,0.077
530.0,0.033
531.0,0.0
533.0,0.101
533.0,0.101
534.0,0.004
535.0,0.079
536.0,0.178
537.0,0.111
538.0,0.033
539.0,0.067
541.0,0.033
542.0,0.078
543.0,0.592
544.0,0.313
546.0,0.178
547.0,0.001
547.0,0.001
548.0,0.003
550.0,0.0
551.0,0.022
552.0,0.089
553.0,0.078
554.0,0.033
555.0,0.033
556.0,0.067
557.0,0.022
560.0,0.067
560.0,0.067
561.0,0.011
562.0,0.011
562.0,0.003
563.0,0.0
564.0,0.056
565.0,0.022
566.0,0.022
568.0,0.0
569.0,0.022
570.0,0.067
571.0,0.212
572.0,0.167
573.0,0.145
574.0,0.045
576.0,0.002
576.0,0.002
577.0,0.0
578.0,0.0
579.0,0.078
580.0,0.067
581.0,0.044
582.0,0.033
583.0,0.011
585.0,0.0
586.0,0.011
587.0,0.0
588.0,0.312
589.0,0.0
590.0,0.0
592.0,0.0
593.0,0.0
594.0,0.0
594.0,0.0
595.0,0.003
596.0,7.207
597.0,56.278
598.0,140.267
599.0,61.664
601.0,142.654
602.0,116.486
603.0,127.791
604.0,90.646
605.0,114.474
606.0,82.433
607.0,47.085
608.0,47.085
608.0,0.004
610.0,28.718
611.0,54.392
612.0,68.522
613.0,103.965
614.0,93.039
615.0,77.133
616.0,64.4
617.0,92.898
618.0,102.91
621.0,66.115
622.0,0.001
622.0,0.001
623.0,26.732
624.0,82.529
625.0,73.488
626.0,67.048
627.0,67.854
628.0,59.416
630.0,60.788
631.0,82.045
632.0,40.375
633.0,48.435
635.0,16.723
636.0,16.723
636.0,2.731
637.0,31.131
639.0,39.259
640.0,31.15
641.0,34.434
642.0,46.807
643.0,51.156
644.0,57.107
645.0,47.606
646.0,58.563
647.0,38.598
649.0,40.004
650.0,0.002
650.0,0.002
651.0,32.731
652.0,40.645
653.0,59.297
654.0,50.534
655.0,38.634
656.0,52.997
658.0,36.005
659.0,42.494
660.0,42.858
661.0,52.664
663.0,6.742
664.0,6.742
664.0,4.178
665.0,28.24
666.0,38.357
668.0,32.471
669.0,39.335
670.0,25.866
671.0,35.068
672.0,30.049
673.0,31.595
674.0,35.234
675.0,33.122
676.0,15.553
678.0,0.002
678.0,0.002
679.0,15.692
680.0,23.083
681.0,31.456
682.0,38.551
683.0,59.382
684.0,50.569
685.0,35.514
686.0,34.084
688.0,40.073
689.0,39.473
690.0,29.442
691.0,21.682
691.0,21.682
692.0,4.564
693.0,10.255
694.0,10.955
695.0,11.278
696.0,11.116
698.0,20.074
699.0,23.311
700.0,19.94
701.0,17.075
702.0,15.482
703.0,12.078
704.0,8.005
705.0,0.002
705.0,0.002
706.0,4.685
708.0,14.359
709.0,4.448
710.0,7.423
711.0,13.934
712.0,16.977
713.0,11.426
714.0,17.414
715.0,16.79
716.0,16.885
718.0,16.149
719.0,0.0
719.0,0.0
720.0,5.792
721.0,16.824
722.0,17.377
723.0,16.25
724.0,19.591
725.0,45.736
726.0,54.76
728.0,64.866
729.0,37.039
730.0,34.645
732.0,28.865
733.0,0.002
733.0,0.002
734.0,22.245
735.0,24.083
737.0,22.535
738.0,22.793
739.0,130.481
740.0,142.441
741.0,178.682
742.0,140.758
743.0,164.281
744.0,123.674
745.0,126.554
747.0,0.0
747.0,0.0
748.0,24.648
749.0,153.154
750.0,156.672
751.0,139.267
752.0,130.492
753.0,141.364
754.0,131.2
756.0,145.375
757.0,145.22
758.0,145.03
760.0,28.972
761.0,28.972
761.0,0.772
762.0,154.921
763.0,178.425
764.0,191.619
766.0,200.768
767.0,147.851
768.0,145.593
769.0,153.671
770.0,166.998
771.0,168.94
772.0,160.558
773.0,124.687
774.0,0.001
775.0,0.001
776.0,44.391
777.0,200.91
778.0,230.524
779.0,216.553
780.0,202.221
781.0,192.612
782.0,223.292
783.0,205.049
784.0,216.263
785.0,206.101
788.0,58.202
789.0,58.202
789.0,0.252
790.0,26.606
791.0,26.777
792.0,26.0
793.0,25.017
794.0,26.713
795.0,104.707
796.0,186.188
797.0,222.446
799.0,228.073
800.0,229.565
801.0,251.095
802.0,7.012
802.0,7.012
803.0,5.195
804.0,72.266
805.0,216.869
806.0,233.89
807.0,195.173
808.0,227.857
809.0,179.698
810.0,242.741
812.0,212.631
813.0,207.496
815.0,129.6
816.0,0.001
816.0,0.001
817.0,21.399
818.0,172.773
819.0,270.399
820.0,155.975
821.0,252.15
822.0,258.326
824.0,250.908
825.0,236.238
826.0,230.572
827.0,261.877
829.0,104.2
830.0,0.001
830.0,0.001
831.0,50.832
832.0,194.037
833.0,229.072
834.0,198.872
835.0,216.33
837.0,187.942
838.0,242.831
839.0,203.156
840.0,186.352
841.0,194.371
843.0,21.377
844.0,21.377
844.0,0.003
845.0,206.98
846.0,162.27
847.0,198.804
848.0,178.065
850.0,177.822
851.0,196.64
852.0,205.723
853.0,193.826
854.0,165.743
855.0,200.255
856.0,199.88
857.0,0.0
858.0,0.0
858.0,5.916
860.0,19.189
861.0,19.356
862.0,20.138
863.0,47.784
864.0,199.57
865.0,170.018
866.0,176.798
867.0,224.159
868.0,163.32
871.0,62.805
872.0,0.002
872.0,0.002
873.0,15.91
874.0,18.716
875.0,68.893
876.0,197.139
877.0,188.291
878.0,209.196
880.0,247.336
881.0,150.439
882.0,178.027
883.0,160.552
884.0,187.665
885.0,0.0
885.0,0.0
886.0,6.473
887.0,114.6
888.0,223.735
890.0,157.737
891.0,186.943
892.0,136.027
893.0,150.874
894.0,141.571
895.0,181.076
896.0,150.219
897.0,156.482
898.0,51.873
899.0,0.002
899.0,0.002
901.0,14.869
902.0,20.347
903.0,30.994
904.0,81.487
905.0,82.034
906.0,64.476
907.0,80.159
908.0,79.162
910.0,80.641
911.0,71.327
912.0,109.286
913.0,0.0
913.0,0.0
914.0,11.04
915.0,54.182
916.0,123.348
917.0,90.083
918.0,81.368
920.0,87.486
921.0,88.451
922.0,88.202
923.0,87.387
924.0,85.656
926.0,29.373
927.0,29.373
927.0,0.015
929.0,56.852
930.0,94.113
931.0,105.462
932.0,100.139
933.0,97.341
934.0,83.673
935.0,73.065
936.0,75.283
937.0,78.848
940.0,86.269
941.0,0.001
941.0,0.001
942.0,10.627
943.0,15.507
944.0,51.185
945.0,80.136
946.0,77.513
948.0,71.326
949.0,73.591
950.0,88.094
951.0,67.871
952.0,80.717
953.0,88.837
954.0,19.171
955.0,19.171
955.0,2.318
956.0,15.625
958.0,14.769
959.0,35.947
960.0,71.399
961.0,52.656
962.0,67.645
963.0,78.558
964.0,77.565
965.0,71.28
968.0,49.198
969.0,0.002
969.0,0.002
970.0,21.526
971.0,45.202
972.0,48.338
973.0,42.51
974.0,44.233
975.0,51.358
977.0,49.494
978.0,40.608
979.0,42.044
980.0,35.95
981.0,38.255
982.0,5.706
983.0,5.706
983.0,4.502
984.0,12.662
985.0,31.575
987.0,44.731
988.0,39.41
989.0,46.879
990.0,42.391
991.0,49.846
992.0,41.499
993.0,54.323
994.0,49.465
995.0,14.559
996.0,0.002
997.0,0.002
998.0,13.618
999.0,13.878
1000.0,13.184
1001.0,13.31
1002.0,19.231
1003.0,39.32
1004.0,59.374
1005.0,61.004
1007.0,54.678
1008.0,49.582
1009.0,43.142
1010.0,0.001
1010.0,0.001
1011.0,4.572
1012.0,8.902
1013.0,13.985
1014.0,13.323
1015.0,13.666
1017.0,13.726
1018.0,13.774
1019.0,11.703
1020.0,12.207
1021.0,12.473
1023.0,12.341
1023.0,5.043
1024.0,5.043
1024.0,0.003
1025.0,11.699
1027.0,12.684
1028.0,12.702
1029.0,14.104
1030.0,14.447
1031.0,13.406
1032.0,11.983
1033.0,13.797
1034.0,14.625
1037.0,13.479
1038.0,0.003
1038.0,0.003
1039.0,6.009
1040.0,17.633
1041.0,17.141
1042.0,17.464
1043.0,17.001
1044.0,16.129
1046.0,17.753
1047.0,53.355
1048.0,54.222
1049.0,60.356
1051.0,26.592
1052.0,26.592
1052.0,0.555
1053.0,16.204
1054.0,15.29
1056.0,16.467
1057.0,15.947
1058.0,15.942
1059.0,17.736
1060.0,17.477
1061.0,18.578
1062.0,14.25
1063.0,16.783
1065.0,11.785
1066.0,0.001
1066.0,0.001
1067.0,7.228
1068.0,16.855
1069.0,17.305
1070.0,16.437
1071.0,17.008
1072.0,15.662
1073.0,15.635
1075.0,15.925
1076.0,45.092
1077.0,53.313
1079.0,18.174
1080.0,18.174
1080.0,1.954
1081.0,16.856
1082.0,16.688
1083.0,16.804
1085.0,15.76
1086.0,18.625
1087.0,51.804
1088.0,59.668
1089.0,67.672
1090.0,47.574
1091.0,70.157
1092.0,44.33
1094.0,0.002
1094.0,0.002
1095.0,9.948
1096.0,14.849
1097.0,15.194
1098.0,16.6
1099.0,16.146
1100.0,27.509
1101.0,71.25
1102.0,74.527
1104.0,72.88
1105.0,78.961
1107.0,19.932
1108.0,19.932
1108.0,2.385
1109.0,13.227
1110.0,15.121
1111.0,15.42
1112.0,29.359
1114.0,43.828
1115.0,47.332
1116.0,49.352
1117.0,51.36
1118.0,52.491
1119.0,39.189
1120.0,17.953
1121.0,0.002
1121.0,0.002
1122.0,10.505
1123.0,14.713
1125.0,16.778
1126.0,14.718
1127.0,15.394
1128.0,15.848
1129.0,13.864
1130.0,15.921
1131.0,15.334
1132.0,15.331
1134.0,9.963
1135.0,0.0
1135.0,0.0
1136.0,4.289
1137.0,36.792
1138.0,45.122
1139.0,36.258
1140.0,30.977
1141.0,38.816
1143.0,21.147
1144.0,40.042
1145.0,33.397
1146.0,43.081
1148.0,25.025
1149.0,0.053
1149.0,0.053
1150.0,10.704
1151.0,15.543
1152.0,14.413
1154.0,14.3
1155.0,27.009
1156.0,37.154
1157.0,48.053
1158.0,70.341
1159.0,53.205
1160.0,66.55
1161.0,55.723
1163.0,0.0
1163.0,0.0
1164.0,4.871
1165.0,14.047
1166.0,14.586
1167.0,14.651
1168.0,13.043
1169.0,14.972
1170.0,13.622
1171.0,15.003
1172.0,15.256
1174.0,15.478
1176.0,4.56
1177.0,0.002
1177.0,0.002
1178.0,12.906
1179.0,12.763
1180.0,11.94
1181.0,11.207
1182.0,17.286
1184.0,27.144
1185.0,39.704
1186.0,53.162
1187.0,39.708
1188.0,38.164
1189.0,25.92
1190.0,0.0
1191.0,0.0
1191.0,2.742
1192.0,26.812
1194.0,29.932
1195.0,34.294
1196.0,24.84
1197.0,32.022
1198.0,35.979
1199.0,27.73
1200.0,31.222
1201.0,25.624
1202.0,24.747
1204.0,10.053
1205.0,0.003
1205.0,0.003
1206.0,11.351
1207.0,10.949
1208.0,8.266
1209.0,20.936
1210.0,30.093
1211.0,28.969
1213.0,35.082
1214.0,35.76
1215.0,27.844
1216.0,44.87
1217.0,40.117
1218.0,0.001
1218.0,0.001
1219.0,5.798
1220.0,14.525
1221.0,38.206
1223.0,43.748
1224.0,18.544
1225.0,26.102
1226.0,25.752
1227.0,7.446
1228.0,0.067
1229.0,0.022
1230.0,0.111
1232.0,0.055
1233.0,0.022
1234.0,0.0
1235.0,0.022
1236.0,0.044
1237.0,0.1
1238.0,0.221
1239.0,0.446
1241.0,0.189
1242.0,0.0
1243.0,0.0
1244.0,0.0
1245.0,0.0
1246.0,0.0
1247.0,0.0
1247.0,0.114
1248.0,0.616
1250.0,1.702
1251.0,3.283
1252.0,7.43
1253.0,10.088
1254.0,9.554
1255.0,14.375
1256.0,13.682
1257.0,9.026
1258.0,9.557
1260.0,6.116
1261.0,0.353
1261.0,0.353
1262.0,0.022
1263.0,0.011
1264.0,0.0
1265.0,0.0
1268.0,0.0
1269.0,0.0
1270.0,0.0
1271.0,0.279
1272.0,0.412
1274.0,0.168
1275.0,0.168
1276.0,0.004
1277.0,1.396
1278.0,0.58
1279.0,0.167
1280.0,0.044
1281.0,0.044
1282.0,0.044
1283.0,0.044
1284.0,0.044
1285.0,0.044
1286.0,0.0
1288.0,0.011
1289.0,0.055
1289.0,0.055
1290.0,0.0
1291.0,0.0
1293.0,0.0
1294.0,0.0
1294.0,0.0
1295.0,0.0
1296.0,0.0
1297.0,0.0
1298.0,0.034
1299.0,0.211
1300.0,0.581
1301.0,1.373
1301.0,1.373
1303.0,0.066
1304.0,0.023
1304.0,0.023
1305.0,0.38
1306.0,0.618
1307.0,0.111
1308.0,0.145
1309.0,1.235
1310.0,0.033
1311.0,0.145
1313.0,0.133
1314.0,0.122
1315.0,0.044
1317.0,0.022
1318.0,0.002
1318.0,0.002
1319.0,0.046
1320.0,0.055
1321.0,0.034
1322.0,0.0
1324.0,0.027
1325.0,0.002
1327.0,0.001
1328.0,0.0
1329.0,0.0
1330.0,7.082
1331.0,0.0
1332.0,0.0
1333.0,0.114
1334.0,0.0
1335.0,3.336
1336.0,3.437
1337.0,1.446
1338.0,0.0
1340.0,0.011
1341.0,0.0
1342.0,0.0
1345.0,0.0
1346.0,0.0
1346.0,0.336
1347.0,1.732
1349.0,1.319
1350.0,0.166
1351.0,0.078
1352.0,0.268
1353.0,0.445
1354.0,0.167
1355.0,0.234
1357.0,0.535
1359.0,0.022
1360.0,0.002
1360.0,0.002
1361.0,0.166
1362.0,0.378
1363.0,0.178
1365.0,0.123
1366.0,0.111
1367.0,0.044
1368.0,0.078
1369.0,0.011
1370.0,0.033
1371.0,0.022
1372.0,0.022
1374.0,0.0
1374.0,0.0
1375.0,1.614
1376.0,4.369
1377.0,10.18
1378.0,16.271
1379.0,17.086
1380.0,5.126
1381.0,9.575
1383.0,40.286
1384.0,49.201
1385.0,36.564
1387.0,13.616
1388.0,13.616
1388.0,0.763
1389.0,19.787
1390.0,18.007
1392.0,11.429
1393.0,17.918
1394.0,17.514
1395.0,18.841
1396.0,26.467
1397.0,53.713
1398.0,67.392
1399.0,37.52
1400.0,38.179
1402.0,0.002
1402.0,0.002
1403.0,28.975
1404.0,48.895
1405.0,56.765
1406.0,80.729
1407.0,94.136
1408.0,67.411
1409.0,64.8
1410.0,70.931
1412.0,70.431
1413.0,38.365
1414.0,41.687
1414.0,41.687
1415.0,6.079
1416.0,6.079
1416.0,3.176
1417.0,15.02
1418.0,15.979
1419.0,8.352
1421.0,12.506
1422.0,14.466
1423.0,16.646
1424.0,15.131
1425.0,35.933
1426.0,49.396
1427.0,42.066
1428.0,20.306
1429.0,0.002
1429.0,0.002
1430.0,10.057
1432.0,15.849
1433.0,16.04
1434.0,15.596
1435.0,15.404
1436.0,14.807
1437.0,14.457
1438.0,16.382
1439.0,15.711
1440.0,15.864
1443.0,0.0
1443.0,0.0
1444.0,3.51
1445.0,15.922
1446.0,14.989
1447.0,15.693
1448.0,14.136
1449.0,14.778
1451.0,15.127
1452.0,16.68
1453.0,14.385
1454.0,15.738
1456.0,8.042
1457.0,0.002
1457.0,0.002
1458.0,14.432
1459.0,11.16
1460.0,17.124
1462.0,21.302
1463.0,50.229
1464.0,48.674
1465.0,39.692
1466.0,57.588
1467.0,30.558
1468.0,37.573
1469.0,45.128
1471.0,0.0
1471.0,0.0
1472.0,3.907
1473.0,26.583
1474.0,70.809
1475.0,42.158
1476.0,67.981
1477.0,61.756
1478.0,67.176
1479.0,61.536
1481.0,51.413
1482.0,35.262
1484.0,37.587
1485.0,0.002
1485.0,0.002
1486.0,34.849
1487.0,38.345
1488.0,41.507
1490.0,59.056
1491.0,44.088
1492.0,40.184
1493.0,37.464
1494.0,40.346
1495.0,53.28
1496.0,38.248
1497.0,40.381
1498.0,1.007
1499.0,1.007
1499.0,10.441
1501.0,35.205
1502.0,40.237
1503.0,39.414
1504.0,43.662
1505.0,43.171
1506.0,41.48
1507.0,36.521
1508.0,43.928
1509.0,42.343
1512.0,38.459
1513.0,38.459
1513.0,0.003
1514.0,22.693
1515.0,26.833
1516.0,27.671
1517.0,36.967
1518.0,28.782
1520.0,32.206
1521.0,40.519
1522.0,30.154
1523.0,49.858
1524.0,41.943
1525.0,36.783
1526.0,2.2
1527.0,2.2
1527.0,6.891
1528.0,15.527
1530.0,26.755
1531.0,36.832
1532.0,38.763
1533.0,37.297
1534.0,30.213
1535.0,32.546
1536.0,26.918
1537.0,37.337
1538.0,30.22
1540.0,17.189
1540.0,17.189
1541.0,0.731
1542.0,17.537
1543.0,30.302
1544.0,40.162
1545.0,41.867
1546.0,23.449
1547.0,38.067
1548.0,23.849
1550.0,18.92
1551.0,18.078
1553.0,9.224
1554.0,1.79
1554.0,1.79
1555.0,0.5
1556.0,0.992
1557.0,0.123
1558.0,0.0
1560.0,0.957
1561.0,0.123
1562.0,0.178
1563.0,0.212
1564.0,1.907
1565.0,1.966
1567.0,0.69
1567.0,0.39
1568.0,0.39
1569.0,0.247
1570.0,1.233
1571.0,1.376
1572.0,2.088
1573.0,3.805
1574.0,2.654
1575.0,0.011
1576.0,1.178
1578.0,0.703
1579.0,0.544
1581.0,0.133
1582.0,1.02
1582.0,1.02
1583.0,1.544
1584.0,0.011
1585.0,0.156
1586.0,0.671
1588.0,1.766
1589.0,0.301
1590.0,0.022
1591.0,0.561
1592.0,2.265
1593.0,1.189
1596.0,0.04
1596.0,0.04
1597.0,0.356
1598.0,0.388
1599.0,0.1
1600.0,0.178
1601.0,0.1
1602.0,0.546
1603.0,0.222
1605.0,0.111
1606.0,0.514
1607.0,0.077
1608.0,0.0
1609.0,0.0
1610.0,0.0
1610.0,0.003
1612.0,30.445
1613.0,31.222
1614.0,31.22
1615.0,30.126
1616.0,31.585
1617.0,29.14
1618.0,27.309
1619.0,27.196
1621.0,166.842
1623.0,131.962
1624.0,0.002
1624.0,0.002
1625.0,17.354
1626.0,181.85
1627.0,235.69
1628.0,226.146
1629.0,208.426
1630.0,216.54
1631.0,196.131
1632.0,206.923
1634.0,165.952
1635.0,181.854
1637.0,55.367
1638.0,0.002
1638.0,0.002
1639.0,200.952
1640.0,230.398
1641.0,215.276
1642.0,196.15
1643.0,204.424
1645.0,213.53
1646.0,212.106
1647.0,214.812
1648.0,212.63
1649.0,202.395
1651.0,21.537
1652.0,21.537
1652.0,5.047
1653.0,128.098
1654.0,241.716
1655.0,263.811
1656.0,217.165
1658.0,170.196
1659.0,186.909
1660.0,178.412
1661.0,163.115
1662.0,152.861
1663.0,165.21
1664.0,116.756
1665.0,0.001
1666.0,0.001
1666.0,47.462
1668.0,224.512
1669.0,222.637
1670.0,240.491
1671.0,172.496
1672.0,166.084
1673.0,174.984
1674.0,176.408
1675.0,178.673
1676.0,185.736
1677.0,174.582
1679.0,62.328
1679.0,62.328
1680.0,0.002
1681.0,211.231
1682.0,222.617
1683.0,180.783
1684.0,180.441
1685.0,192.202
1686.0,195.201
1687.0,188.407
1688.0,186.622
1690.0,203.935
1691.0,177.714
1692.0,182.66
1693.0,0.0
1693.0,0.0
1694.0,11.851
1695.0,136.808
1696.0,289.813
1697.0,192.556
1698.0,213.145
1699.0,247.637
1700.0,229.045
1701.0,204.035
1703.0,155.761
1704.0,114.934
1706.0,61.104
1707.0,0.002
1707.0,0.002
1708.0,32.74
1709.0,61.754
1710.0,67.672
1712.0,76.213
1713.0,49.677
1714.0,48.029
1715.0,55.219
1716.0,61.246
1717.0,70.055
1718.0,71.692
1720.0,52.751
1721.0,0.001
1721.0,0.001
1722.0,62.605
1723.0,179.405
1724.0,124.228
1725.0,117.614
1726.0,86.938
1727.0,70.561
1728.0,80.182
1730.0,83.737
1731.0,88.86
1732.0,95.423
1734.0,22.839
1735.0,22.839
1735.0,1.613
1736.0,29.386
1737.0,29.879
1739.0,29.811
1740.0,30.271
1741.0,30.943
1742.0,69.129
1743.0,194.548
1744.0,195.371
1745.0,157.664
1748.0,95.619
1749.0,0.002
1749.0,0.002
1750.0,18.095
1751.0,24.164
1752.0,24.44
1753.0,23.538
1754.0,24.194
1756.0,24.376
1757.0,24.017
1758.0,23.522
1759.0,24.242
1760.0,24.193
1761.0,19.965
1762.0,0.0
1763.0,0.0
